F2 CAPITAL MARKET YIELDS – GOVERNMENT BONDS,,,,,,,,,,,,,,,,,,,,,,,,
Title,Australian Government 2 year bond,Australian Government 3 year bond,Australian Government 5 year bond,Australian Government 10 year bond,Australian Government Indexed Bond,NSW Treasury Corporation 3 year bond,NSW Treasury Corporation 5 year bond,NSW Treasury Corporation 10 year bond,,,,,,,,,,,,,,,,
Description,"Yields on Australian government bonds, 2 years maturity","Yields on Australian government bonds, 3 years maturity","Yields on Australian government bonds, 5 years maturity","Yields on Australian government bonds, 10 years maturity","Yields on Australian government bonds, Indexed maturity","Yields on New South Wales Treasury Corporation bonds, 3 years maturity","Yields on New South Wales Treasury Corporation bonds, 5 years maturity","Yields on New South Wales Treasury Corporation bonds, 10 years maturity",,,,,,,,,,,,,,,,
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,,,,,,,,,,,,,,,
Type,Original,Original,Original,Original,Original,Original,Original,Original,,,,,,,,,,,,,,,,
Units,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Source,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,,,,,,,,,,,,,,,,
Publish date,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,,,,,,,,,,,,,,,,
Series ID,FCMYGBAG2D,FCMYGBAG3D,FCMYGBAG5D,FCMYGBAG10D,FCMYGBAGID,FCMYGBNT3D,FCMYGBNT5D,FCMYGBNT10D,,,,,,,,,,,,,,,,
06-Sep-2016,1.50,1.47,1.60,1.90,0.52,1.65,1.77,2.12,,,,,,,,,,,,,,,,
07-Sep-2016,1.47,1.44,1.56,1.83,0.47,1.62,1.72,2.04,,,,,,,,,,,,,,,,
08-Sep-2016,1.51,1.48,1.60,1.86,0.52,1.66,1.76,2.09,,,,,,,,,,,,,,,,
09-Sep-2016,1.55,1.53,1.67,1.97,0.61,1.70,1.82,2.19,,,,,,,,,,,,,,,,
12-Sep-2016,1.59,1.58,1.73,2.05,0.70,1.75,1.88,2.27,,,,,,,,,,,,,,,,
13-Sep-2016,1.58,1.60,1.75,2.07,0.78,1.76,1.90,2.29,,,,,,,,,,,,,,,,
14-Sep-2016,1.59,1.61,1.77,2.10,0.81,1.78,1.93,2.32,,,,,,,,,,,,,,,,
15-Sep-2016,1.59,1.63,1.79,2.11,0.82,1.81,1.95,2.32,,,,,,,,,,,,,,,,
16-Sep-2016,1.58,1.62,1.78,2.11,0.82,1.78,1.95,2.32,,,,,,,,,,,,,,,,
19-Sep-2016,1.62,1.65,1.81,2.12,0.84,1.80,1.96,2.34,,,,,,,,,,,,,,,,
20-Sep-2016,1.63,1.65,1.80,2.12,0.84,1.80,1.96,2.33,,,,,,,,,,,,,,,,
21-Sep-2016,1.62,1.65,1.80,2.13,0.85,1.80,1.96,2.35,,,,,,,,,,,,,,,,
22-Sep-2016,1.59,1.62,1.76,2.04,0.75,1.78,1.92,2.27,,,,,,,,,,,,,,,,
23-Sep-2016,1.61,1.62,1.74,2.00,0.66,1.78,1.91,2.23,,,,,,,,,,,,,,,,
26-Sep-2016,1.60,1.61,1.72,1.97,0.64,1.77,1.90,2.21,,,,,,,,,,,,,,,,
27-Sep-2016,1.61,1.62,1.73,1.97,0.67,1.78,1.90,2.21,,,,,,,,,,,,,,,,
28-Sep-2016,1.58,1.58,1.69,1.95,0.64,1.74,1.87,2.19,,,,,,,,,,,,,,,,
29-Sep-2016,1.59,1.58,1.69,1.97,0.67,1.74,1.87,2.21,,,,,,,,,,,,,,,,
30-Sep-2016,1.55,1.52,1.62,1.91,0.67,1.69,1.81,2.15,,,,,,,,,,,,,,,,
03-Oct-2016,1.57,1.55,1.67,1.99,0.74,1.73,1.85,2.24,,,,,,,,,,,,,,,,
04-Oct-2016,1.60,1.58,1.70,2.02,0.69,1.75,1.88,2.26,,,,,,,,,,,,,,,,
05-Oct-2016,1.63,1.61,1.75,2.08,0.68,1.77,1.92,2.32,,,,,,,,,,,,,,,,
06-Oct-2016,1.65,1.63,1.77,2.11,0.68,1.78,1.93,2.35,,,,,,,,,,,,,,,,
07-Oct-2016,1.67,1.65,1.78,2.12,0.67,1.80,1.94,2.35,,,,,,,,,,,,,,,,
10-Oct-2016,1.68,1.67,1.80,2.14,0.68,1.82,1.96,2.37,,,,,,,,,,,,,,,,
11-Oct-2016,1.70,1.71,1.84,2.20,0.71,1.86,2.01,2.44,,,,,,,,,,,,,,,,
12-Oct-2016,1.74,1.75,1.89,2.26,0.75,1.89,2.05,2.49,,,,,,,,,,,,,,,,
13-Oct-2016,1.71,1.72,1.84,2.20,0.67,1.86,2.01,2.43,,,,,,,,,,,,,,,,
14-Oct-2016,1.73,1.74,1.87,2.22,0.72,1.89,2.04,2.46,,,,,,,,,,,,,,,,
17-Oct-2016,1.73,1.75,1.88,2.27,0.75,1.89,2.06,2.50,,,,,,,,,,,,,,,,
18-Oct-2016,1.73,1.75,1.90,2.29,0.74,1.89,2.07,2.52,,,,,,,,,,,,,,,,
19-Oct-2016,1.71,1.73,1.88,2.26,0.71,1.88,2.05,2.49,,,,,,,,,,,,,,,,
20-Oct-2016,1.65,1.70,1.86,2.24,0.66,1.84,2.02,2.47,,,,,,,,,,,,,,,,
21-Oct-2016,1.66,1.71,1.86,2.24,0.72,1.84,2.02,2.47,,,,,,,,,,,,,,,,
24-Oct-2016,1.64,1.68,1.84,2.20,0.70,1.82,1.99,2.42,,,,,,,,,,,,,,,,
25-Oct-2016,1.66,1.70,1.86,2.23,0.74,1.83,2.01,2.44,,,,,,,,,,,,,,,,
26-Oct-2016,1.69,1.74,1.88,2.23,0.70,1.86,2.04,2.44,,,,,,,,,,,,,,,,
27-Oct-2016,1.69,1.75,1.90,2.29,0.75,1.87,2.05,2.49,,,,,,,,,,,,,,,,
28-Oct-2016,1.68,1.75,1.92,2.34,0.79,1.87,2.07,2.54,,,,,,,,,,,,,,,,
31-Oct-2016,1.65,1.70,1.87,2.31,0.78,1.82,2.03,2.50,,,,,,,,,,,,,,,,
01-Nov-2016,1.68,1.73,1.91,2.34,0.81,1.86,2.06,2.54,,,,,,,,,,,,,,,,
02-Nov-2016,1.64,1.69,1.87,2.30,0.79,1.83,2.03,2.50,,,,,,,,,,,,,,,,
03-Nov-2016,1.63,1.67,1.84,2.26,0.80,1.82,2.01,2.47,,,,,,,,,,,,,,,,
04-Nov-2016,1.65,1.69,1.87,2.28,0.84,1.84,2.04,2.50,,,,,,,,,,,,,,,,
07-Nov-2016,1.66,1.70,1.88,2.30,0.86,1.85,2.06,2.52,,,,,,,,,,,,,,,,
08-Nov-2016,1.66,1.70,1.88,2.31,0.82,1.85,2.06,2.52,,,,,,,,,,,,,,,,
09-Nov-2016,1.57,1.57,1.75,2.17,0.75,1.73,1.94,2.40,,,,,,,,,,,,,,,,
10-Nov-2016,1.68,1.74,1.95,2.45,0.97,1.89,2.14,2.69,,,,,,,,,,,,,,,,
11-Nov-2016,1.71,1.77,1.99,2.52,1.03,1.94,2.19,2.74,,,,,,,,,,,,,,,,
14-Nov-2016,1.76,1.83,2.06,2.61,1.10,1.99,2.27,2.84,,,,,,,,,,,,,,,,
15-Nov-2016,1.77,1.84,2.07,2.61,1.12,2.00,2.28,2.84,,,,,,,,,,,,,,,,
16-Nov-2016,1.76,1.82,2.05,2.59,1.07,1.99,2.26,2.83,,,,,,,,,,,,,,,,
17-Nov-2016,1.72,1.78,2.00,2.52,1.02,1.96,2.21,2.75,,,,,,,,,,,,,,,,
18-Nov-2016,1.75,1.86,2.11,2.67,1.16,2.03,2.31,2.89,,,,,,,,,,,,,,,,
21-Nov-2016,1.75,1.86,2.10,2.63,1.16,2.01,2.31,2.86,,,,,,,,,,,,,,,,
22-Nov-2016,1.74,1.86,2.09,2.62,1.11,2.01,2.30,2.84,,,,,,,,,,,,,,,,
23-Nov-2016,1.75,1.88,2.15,2.65,1.13,2.04,2.34,2.87,,,,,,,,,,,,,,,,
24-Nov-2016,1.79,1.92,2.20,2.70,1.14,2.08,2.38,2.92,,,,,,,,,,,,,,,,
25-Nov-2016,1.79,1.92,2.19,2.70,1.16,2.09,2.40,2.93,,,,,,,,,,,,,,,,
28-Nov-2016,1.76,1.89,2.15,2.64,1.11,2.05,2.35,2.87,,,,,,,,,,,,,,,,
29-Nov-2016,1.78,1.91,2.16,2.65,1.14,2.06,2.35,2.88,,,,,,,,,,,,,,,,
30-Nov-2016,1.78,1.91,2.16,2.67,1.14,2.06,2.35,2.89,,,,,,,,,,,,,,,,
01-Dec-2016,1.81,1.94,2.22,2.73,1.18,2.10,2.39,2.95,,,,,,,,,,,,,,,,
02-Dec-2016,1.83,1.98,2.26,2.81,1.22,2.13,2.45,3.03,,,,,,,,,,,,,,,,
05-Dec-2016,1.80,1.94,2.22,2.74,1.16,2.09,2.40,2.96,,,,,,,,,,,,,,,,
06-Dec-2016,1.81,1.95,2.23,2.77,1.17,2.10,2.42,2.99,,,,,,,,,,,,,,,,
07-Dec-2016,1.77,1.90,2.18,2.75,1.16,2.06,2.37,2.98,,,,,,,,,,,,,,,,
08-Dec-2016,1.76,1.88,2.14,2.68,1.11,2.04,2.34,2.91,,,,,,,,,,,,,,,,
09-Dec-2016,1.80,1.92,2.20,2.77,1.14,2.07,2.40,3.00,,,,,,,,,,,,,,,,
12-Dec-2016,1.82,1.95,2.24,2.81,1.17,2.10,2.43,3.03,,,,,,,,,,,,,,,,
13-Dec-2016,1.81,1.91,2.19,2.77,1.14,2.07,2.39,3.00,,,,,,,,,,,,,,,,
14-Dec-2016,1.79,1.88,2.15,2.74,1.12,2.03,2.35,2.96,,,,,,,,,,,,,,,,
15-Dec-2016,1.85,1.96,2.24,2.87,1.23,2.12,2.44,3.05,,,,,,,,,,,,,,,,
16-Dec-2016,1.83,1.95,2.23,2.83,1.19,2.11,2.43,3.02,,,,,,,,,,,,,,,,
19-Dec-2016,1.88,2.00,2.28,2.86,1.24,2.15,2.48,3.04,,,,,,,,,,,,,,,,
20-Dec-2016,1.90,2.02,2.29,2.85,1.24,2.17,2.49,3.03,,,,,,,,,,,,,,,,
21-Dec-2016,1.91,2.03,2.29,2.82,1.19,2.18,2.49,3.01,,,,,,,,,,,,,,,,
22-Dec-2016,1.92,2.04,2.31,2.83,1.20,2.20,2.50,3.02,,,,,,,,,,,,,,,,
23-Dec-2016,1.95,2.07,2.34,2.87,1.22,2.23,2.53,3.06,,,,,,,,,,,,,,,,
28-Dec-2016,1.95,2.07,2.34,2.85,1.21,2.24,2.53,3.04,,,,,,,,,,,,,,,,
29-Dec-2016,1.89,2.01,2.28,2.78,1.13,2.18,2.47,2.96,,,,,,,,,,,,,,,,
30-Dec-2016,1.86,1.98,2.24,2.76,1.13,2.15,2.44,2.95,,,,,,,,,,,,,,,,
03-Jan-2017,1.86,1.97,2.23,2.75,1.11,2.14,2.42,2.93,,,,,,,,,,,,,,,,
04-Jan-2017,1.89,2.00,2.27,2.79,1.16,2.16,2.46,2.98,,,,,,,,,,,,,,,,
05-Jan-2017,1.85,1.97,2.22,2.74,1.10,2.12,2.41,2.93,,,,,,,,,,,,,,,,
06-Jan-2017,1.82,1.93,2.18,2.68,1.04,2.09,2.37,2.87,,,,,,,,,,,,,,,,
09-Jan-2017,1.87,1.98,2.25,2.77,1.11,2.14,2.43,2.94,,,,,,,,,,,,,,,,
10-Jan-2017,1.83,1.94,2.21,2.72,1.06,2.11,2.40,2.91,,,,,,,,,,,,,,,,
11-Jan-2017,1.83,1.95,2.20,2.73,1.08,2.10,2.39,2.92,,,,,,,,,,,,,,,,
12-Jan-2017,1.80,1.91,2.16,2.67,1.02,2.06,2.35,2.85,,,,,,,,,,,,,,,,
13-Jan-2017,1.83,1.94,2.20,2.69,1.03,2.10,2.38,2.88,,,,,,,,,,,,,,,,
16-Jan-2017,1.83,1.94,2.20,2.70,1.03,2.10,2.39,2.88,,,,,,,,,,,,,,,,
17-Jan-2017,1.84,1.95,2.21,2.70,1.04,2.11,2.39,2.89,,,,,,,,,,,,,,,,
18-Jan-2017,1.84,1.95,2.20,2.68,1.03,2.12,2.38,2.87,,,,,,,,,,,,,,,,
19-Jan-2017,1.86,2.00,2.26,2.76,1.08,2.17,2.44,2.95,,,,,,,,,,,,,,,,
20-Jan-2017,1.87,2.01,2.27,2.79,1.10,2.18,2.45,2.97,,,,,,,,,,,,,,,,
23-Jan-2017,1.85,1.99,2.25,2.76,1.10,2.17,2.44,2.96,,,,,,,,,,,,,,,,
24-Jan-2017,1.81,1.94,2.20,2.70,1.12,2.12,2.39,2.90,,,,,,,,,,,,,,,,
25-Jan-2017,1.81,1.94,2.20,2.73,1.21,2.12,2.40,2.93,,,,,,,,,,,,,,,,
27-Jan-2017,1.81,1.95,2.22,2.78,1.21,2.13,2.42,2.98,,,,,,,,,,,,,,,,
30-Jan-2017,1.79,1.92,2.19,2.73,1.17,2.10,2.39,2.93,,,,,,,,,,,,,,,,
31-Jan-2017,1.77,1.88,2.15,2.72,1.14,2.07,2.36,2.92,,,,,,,,,,,,,,,,
01-Feb-2017,1.79,1.90,2.17,2.74,1.16,2.09,2.38,2.95,,,,,,,,,,,,,,,,
02-Feb-2017,1.81,1.92,2.20,2.77,1.20,2.10,2.40,2.97,,,,,,,,,,,,,,,,
03-Feb-2017,1.83,1.95,2.22,2.80,1.25,2.13,2.43,2.99,,,,,,,,,,,,,,,,
06-Feb-2017,1.81,1.93,2.21,2.77,1.24,2.11,2.40,2.96,,,,,,,,,,,,,,,,
07-Feb-2017,1.79,1.90,2.16,2.70,1.20,2.09,2.37,2.90,,,,,,,,,,,,,,,,
08-Feb-2017,1.79,1.89,2.16,2.70,1.20,2.08,2.36,2.90,,,,,,,,,,,,,,,,
09-Feb-2017,1.76,1.86,2.12,2.64,1.16,2.05,2.32,2.86,,,,,,,,,,,,,,,,
10-Feb-2017,1.80,1.91,2.17,2.70,1.17,2.10,2.37,2.91,,,,,,,,,,,,,,,,
13-Feb-2017,1.79,1.90,2.16,2.71,1.19,2.09,2.36,2.92,,,,,,,,,,,,,,,,
14-Feb-2017,1.81,1.94,2.20,2.74,1.20,2.11,2.39,2.95,,,,,,,,,,,,,,,,
15-Feb-2017,1.84,1.98,2.27,2.79,1.21,2.14,2.44,2.99,,,,,,,,,,,,,,,,
16-Feb-2017,1.83,1.99,2.29,2.80,1.21,2.16,2.46,3.00,,,,,,,,,,,,,,,,
17-Feb-2017,1.84,2.00,2.29,2.81,1.27,2.16,2.46,3.01,,,,,,,,,,,,,,,,
20-Feb-2017,1.81,1.98,2.27,2.79,1.25,2.15,2.43,2.99,,,,,,,,,,,,,,,,
21-Feb-2017,1.83,1.99,2.28,2.80,1.26,2.16,2.45,3.22,,,,,,,,,,,,,,,,
22-Feb-2017,1.84,2.01,2.30,2.84,1.29,2.17,2.48,3.27,,,,,,,,,,,,,,,,
23-Feb-2017,1.81,1.97,2.27,2.79,1.24,2.13,2.43,3.21,,,,,,,,,,,,,,,,
24-Feb-2017,1.78,1.93,2.22,2.73,1.20,2.10,2.39,3.16,,,,,,,,,,,,,,,,
27-Feb-2017,1.79,1.92,2.21,2.71,1.20,2.09,2.38,3.14,,,,,,,,,,,,,,,,
28-Feb-2017,1.79,1.93,2.22,2.72,1.18,2.10,2.38,3.15,,,,,,,,,,,,,,,,
01-Mar-2017,1.82,1.99,2.28,2.80,1.24,2.15,2.44,3.21,,,,,,,,,,,,,,,,
02-Mar-2017,1.81,1.97,2.26,2.79,1.24,2.13,2.42,3.19,,,,,,,,,,,,,,,,
03-Mar-2017,1.81,1.98,2.27,2.81,1.30,2.13,2.44,3.20,,,,,,,,,,,,,,,,
06-Mar-2017,1.83,1.99,2.28,2.81,1.30,2.14,2.44,3.20,,,,,,,,,,,,,,,,
07-Mar-2017,1.84,2.00,2.30,2.82,1.32,2.16,2.46,3.22,,,,,,,,,,,,,,,,
08-Mar-2017,1.87,2.05,2.35,2.87,1.34,2.20,2.51,3.26,,,,,,,,,,,,,,,,
09-Mar-2017,1.89,2.08,2.39,2.93,1.40,2.25,2.56,3.34,,,,,,,,,,,,,,,,
10-Mar-2017,1.91,2.11,2.43,2.98,1.43,2.27,2.60,3.39,,,,,,,,,,,,,,,,
13-Mar-2017,1.90,2.08,2.40,2.94,1.40,2.25,2.57,3.35,,,,,,,,,,,,,,,,
14-Mar-2017,1.87,2.07,2.39,2.92,1.35,2.23,2.57,3.34,,,,,,,,,,,,,,,,
15-Mar-2017,1.88,2.08,2.40,2.92,1.34,2.24,2.58,3.33,,,,,,,,,,,,,,,,
16-Mar-2017,1.82,2.00,2.31,2.82,1.25,2.16,2.49,3.23,,,,,,,,,,,,,,,,
17-Mar-2017,1.82,2.01,2.33,2.86,1.28,2.18,2.49,3.28,,,,,,,,,,,,,,,,
20-Mar-2017,1.80,1.98,2.30,2.82,1.24,2.16,2.48,3.25,,,,,,,,,,,,,,,,
21-Mar-2017,1.79,1.97,2.29,2.81,1.19,2.15,2.46,3.23,,,,,,,,,,,,,,,,
22-Mar-2017,1.79,1.96,2.27,2.76,1.17,2.12,2.44,3.19,,,,,,,,,,,,,,,,
23-Mar-2017,1.77,1.94,2.25,2.76,1.19,2.11,2.43,3.18,,,,,,,,,,,,,,,,
24-Mar-2017,1.76,1.93,2.25,2.76,1.22,2.10,2.42,3.18,,,,,,,,,,,,,,,,
27-Mar-2017,1.74,1.90,2.22,2.71,1.18,2.07,2.40,3.14,,,,,,,,,,,,,,,,
28-Mar-2017,1.74,1.89,2.20,2.70,1.11,2.06,2.38,3.13,,,,,,,,,,,,,,,,
29-Mar-2017,1.76,1.91,2.22,2.73,1.14,2.08,2.40,3.15,,,,,,,,,,,,,,,,
30-Mar-2017,1.75,1.89,2.20,2.69,1.13,2.06,2.38,3.11,,,,,,,,,,,,,,,,
31-Mar-2017,1.76,1.90,2.21,2.70,1.11,2.07,2.38,3.11,,,,,,,,,,,,,,,,
03-Apr-2017,1.74,1.88,2.19,2.68,1.12,2.06,2.37,3.10,,,,,,,,,,,,,,,,
04-Apr-2017,1.72,1.86,2.15,2.61,1.07,2.03,2.33,3.03,,,,,,,,,,,,,,,,
05-Apr-2017,1.71,1.84,2.14,2.61,1.10,2.02,2.31,3.04,,,,,,,,,,,,,,,,
06-Apr-2017,1.69,1.82,2.11,2.58,1.07,2.00,2.29,3.01,,,,,,,,,,,,,,,,
07-Apr-2017,1.66,1.78,2.07,2.55,1.03,1.96,2.26,2.98,,,,,,,,,,,,,,,,
10-Apr-2017,1.66,1.79,2.08,2.58,1.06,1.97,2.26,3.01,,,,,,,,,,,,,,,,
11-Apr-2017,1.67,1.78,2.06,2.53,1.02,1.97,2.25,2.96,,,,,,,,,,,,,,,,
12-Apr-2017,1.65,1.76,2.04,2.51,1.01,1.94,2.23,2.94,,,,,,,,,,,,,,,,
13-Apr-2017,1.64,1.75,2.03,2.48,0.98,1.94,2.21,2.92,,,,,,,,,,,,,,,,
18-Apr-2017,1.64,1.76,2.05,2.49,0.98,1.94,2.23,2.93,,,,,,,,,,,,,,,,
19-Apr-2017,1.63,1.74,2.02,2.46,0.95,1.93,2.20,2.89,,,,,,,,,,,,,,,,
20-Apr-2017,1.65,1.77,2.06,2.51,0.98,1.95,2.24,2.95,,,,,,,,,,,,,,,,
21-Apr-2017,1.66,1.79,2.08,2.54,0.99,1.97,2.26,2.99,,,,,,,,,,,,,,,,
24-Apr-2017,1.67,1.81,2.11,2.60,1.03,1.99,2.28,3.04,,,,,,,,,,,,,,,,
26-Apr-2017,1.71,1.85,2.15,2.63,1.08,2.03,2.32,3.07,,,,,,,,,,,,,,,,
27-Apr-2017,1.69,1.83,2.13,2.61,1.05,2.01,2.30,3.06,,,,,,,,,,,,,,,,
28-Apr-2017,1.67,1.80,2.09,2.58,1.00,1.98,2.27,3.02,,,,,,,,,,,,,,,,
01-May-2017,1.68,1.81,2.10,2.58,0.99,1.99,2.27,3.02,,,,,,,,,,,,,,,,
02-May-2017,1.69,1.83,2.12,2.61,1.00,2.00,2.30,3.05,,,,,,,,,,,,,,,,
03-May-2017,1.68,1.82,2.11,2.59,1.00,1.99,2.28,3.04,,,,,,,,,,,,,,,,
04-May-2017,1.73,1.87,2.16,2.65,1.04,2.04,2.33,3.08,,,,,,,,,,,,,,,,
05-May-2017,1.73,1.87,2.16,2.65,1.08,2.04,2.33,3.09,,,,,,,,,,,,,,,,
08-May-2017,1.74,1.88,2.18,2.68,1.10,2.05,2.35,3.12,,,,,,,,,,,,,,,,
09-May-2017,1.75,1.89,2.18,2.69,1.10,2.06,2.36,3.14,,,,,,,,,,,,,,,,
10-May-2017,1.72,1.86,2.15,2.66,1.07,2.03,2.33,3.12,,,,,,,,,,,,,,,,
11-May-2017,1.70,1.84,2.13,2.65,1.06,2.01,2.31,3.12,,,,,,,,,,,,,,,,
12-May-2017,1.69,1.82,2.11,2.63,1.05,1.99,2.28,3.10,,,,,,,,,,,,,,,,
15-May-2017,1.67,1.79,2.07,2.59,1.03,1.96,2.26,3.06,,,,,,,,,,,,,,,,
16-May-2017,1.67,1.79,2.07,2.58,1.01,1.96,2.26,3.05,,,,,,,,,,,,,,,,
17-May-2017,1.64,1.75,2.03,2.53,0.99,1.93,2.21,2.99,,,,,,,,,,,,,,,,
18-May-2017,1.65,1.76,2.03,2.50,0.96,1.93,2.21,2.95,,,,,,,,,,,,,,,,
19-May-2017,1.63,1.74,2.01,2.48,0.93,1.91,2.18,2.92,,,,,,,,,,,,,,,,
22-May-2017,1.63,1.75,2.01,2.49,0.93,1.92,2.19,2.94,,,,,,,,,,,,,,,,
23-May-2017,1.62,1.71,1.97,2.45,0.91,1.88,2.15,2.90,,,,,,,,,,,,,,,,
24-May-2017,1.63,1.72,1.99,2.49,0.93,1.89,2.16,2.93,,,,,,,,,,,,,,,,
25-May-2017,1.60,1.69,1.95,2.44,0.91,1.86,2.13,2.89,,,,,,,,,,,,,,,,
26-May-2017,1.58,1.67,1.94,2.41,0.89,1.85,2.11,2.86,,,,,,,,,,,,,,,,
29-May-2017,1.59,1.69,1.94,2.42,0.90,1.86,2.12,2.87,,,,,,,,,,,,,,,,
30-May-2017,1.58,1.67,1.92,2.39,0.90,1.84,2.10,2.84,,,,,,,,,,,,,,,,
31-May-2017,1.56,1.65,1.90,2.39,0.91,1.82,2.08,2.84,,,,,,,,,,,,,,,,
01-Jun-2017,1.57,1.66,1.91,2.40,0.93,1.83,2.09,2.85,,,,,,,,,,,,,,,,
02-Jun-2017,1.59,1.68,1.92,2.41,0.99,1.86,2.11,2.87,,,,,,,,,,,,,,,,
05-Jun-2017,1.59,1.68,1.92,2.39,0.96,1.87,2.12,2.86,,,,,,,,,,,,,,,,
06-Jun-2017,1.57,1.66,1.90,2.37,0.94,1.85,2.10,2.83,,,,,,,,,,,,,,,,
07-Jun-2017,1.61,1.71,1.93,2.39,0.96,1.88,2.12,2.83,,,,,,,,,,,,,,,,
08-Jun-2017,1.62,1.72,1.95,2.41,0.97,1.90,2.15,2.87,,,,,,,,,,,,,,,,
09-Jun-2017,1.63,1.73,1.96,2.40,0.95,1.91,2.16,2.87,,,,,,,,,,,,,,,,
13-Jun-2017,1.63,1.73,1.95,2.40,0.93,1.91,2.15,2.87,,,,,,,,,,,,,,,,
14-Jun-2017,1.64,1.74,1.97,2.40,0.94,1.93,2.18,2.87,,,,,,,,,,,,,,,,
15-Jun-2017,1.66,1.75,1.96,2.36,0.95,1.94,2.16,2.74,,,,,,,,,,,,,,,,
16-Jun-2017,1.69,1.79,2.00,2.41,0.97,1.97,2.20,2.77,,,,,,,,,,,,,,,,
19-Jun-2017,1.70,1.80,2.01,2.41,0.97,1.98,2.21,2.77,,,,,,,,,,,,,,,,
20-Jun-2017,1.71,1.81,2.03,2.42,0.98,1.99,2.23,2.79,,,,,,,,,,,,,,,,
21-Jun-2017,1.69,1.79,2.01,2.39,0.97,1.96,2.20,2.76,,,,,,,,,,,,,,,,
22-Jun-2017,1.68,1.78,2.00,2.38,0.95,1.96,2.19,2.74,,,,,,,,,,,,,,,,
23-Jun-2017,1.68,1.79,2.00,2.37,0.93,1.96,2.19,2.74,,,,,,,,,,,,,,,,
26-Jun-2017,1.69,1.79,2.01,2.38,0.92,1.96,2.19,2.74,,,,,,,,,,,,,,,,
27-Jun-2017,1.67,1.79,1.99,2.36,0.90,1.96,2.18,2.72,,,,,,,,,,,,,,,,
28-Jun-2017,1.72,1.85,2.06,2.46,0.99,2.02,2.25,2.82,,,,,,,,,,,,,,,,
29-Jun-2017,1.73,1.88,2.10,2.51,1.02,2.05,2.29,2.87,,,,,,,,,,,,,,,,
30-Jun-2017,1.78,1.94,2.18,2.60,1.10,2.10,2.36,2.96,,,,,,,,,,,,,,,,
03-Jul-2017,1.78,1.94,2.19,2.61,1.12,2.10,2.38,2.97,,,,,,,,,,,,,,,,
04-Jul-2017,1.73,1.89,2.14,2.56,1.08,2.05,2.33,2.93,,,,,,,,,,,,,,,,
05-Jul-2017,1.74,1.90,2.16,2.57,1.10,2.06,2.35,2.94,,,,,,,,,,,,,,,,
06-Jul-2017,1.75,1.91,2.17,2.58,1.11,2.07,2.35,2.95,,,,,,,,,,,,,,,,
07-Jul-2017,1.79,1.97,2.24,2.67,1.19,2.13,2.43,3.04,,,,,,,,,,,,,,,,
10-Jul-2017,1.79,1.97,2.25,2.68,1.19,2.14,2.43,3.05,,,,,,,,,,,,,,,,
11-Jul-2017,1.81,2.00,2.26,2.70,1.17,2.16,2.45,3.07,,,,,,,,,,,,,,,,
12-Jul-2017,1.80,1.98,2.24,2.67,1.14,2.14,2.43,3.04,,,,,,,,,,,,,,,,
13-Jul-2017,1.77,1.94,2.20,2.63,1.10,2.10,2.39,3.00,,,,,,,,,,,,,,,,
14-Jul-2017,1.78,1.95,2.22,2.66,1.15,2.11,2.40,3.03,,,,,,,,,,,,,,,,
17-Jul-2017,1.79,1.96,2.22,2.68,1.16,2.12,2.41,3.04,,,,,,,,,,,,,,,,
18-Jul-2017,1.85,2.01,2.27,2.69,1.15,2.17,2.45,3.05,,,,,,,,,,,,,,,,
19-Jul-2017,1.84,2.01,2.26,2.67,1.14,2.16,2.44,3.03,,,,,,,,,,,,,,,,
20-Jul-2017,1.85,2.02,2.27,2.69,1.15,2.17,2.45,3.04,,,,,,,,,,,,,,,,
21-Jul-2017,1.78,1.95,2.21,2.65,1.11,2.10,2.39,3.00,,,,,,,,,,,,,,,,
24-Jul-2017,1.76,1.94,2.20,2.63,1.09,2.10,2.38,2.98,,,,,,,,,,,,,,,,
25-Jul-2017,1.77,1.95,2.21,2.64,1.09,2.10,2.38,2.99,,,,,,,,,,,,,,,,
26-Jul-2017,1.78,1.96,2.23,2.68,1.13,2.12,2.40,3.03,,,,,,,,,,,,,,,,
27-Jul-2017,1.76,1.93,2.19,2.64,1.08,2.08,2.36,3.00,,,,,,,,,,,,,,,,
28-Jul-2017,1.76,1.93,2.19,2.63,1.13,2.07,2.36,2.99,,,,,,,,,,,,,,,,
31-Jul-2017,1.74,1.91,2.17,2.63,1.15,2.06,2.35,2.98,,,,,,,,,,,,,,,,
01-Aug-2017,1.76,1.93,2.19,2.66,1.22,2.08,2.37,3.02,,,,,,,,,,,,,,,,
02-Aug-2017,1.75,1.92,2.18,2.65,1.21,2.06,2.36,3.01,,,,,,,,,,,,,,,,
03-Aug-2017,1.74,1.90,2.16,2.61,1.19,2.04,2.34,2.98,,,,,,,,,,,,,,,,
